task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
CGTE90120,Not Started,LINXS-1907.C.5.20,,Pull Lighting Cable - GW TW - Bent 64 to 72 - REI-895,9/15/2021 8:00:00 AM,9/21/2021 5:00:00 PM,
CGTE90130,Not Started,LINXS-1907.C.5.20,,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bent 64 to 72 - REI-2018,9/15/2021 8:00:00 AM,10/5/2021 5:00:00 PM,
CGTE90140,Not Started,LINXS-1907.C.5.20,,Walkway Egress Lighting Rough-In-Bents 65 to 68 - GW TW - Bent 64 to 72 - REI-2040,8/9/2021 8:00:00 AM,8/24/2021 5:00:00 PM,
CGTE90150,Not Started,LINXS-1907.C.5.20,,Install Axel Counters/Norming Points - GW TW - Bent 64 to 72 - REI-894,8/16/2021 8:00:00 AM,8/20/2021 5:00:00 PM,
CGTE90160,Not Started,LINXS-1907.C.5.20,,Trim Egress Lighting-Bents 68 to 73 - GW TW - Bent 64 to 72 - REI-896,9/22/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CGTE90170,Not Started,LINXS-1907.C.5.20,,Walkway Egress Lighting Rough-In-Bents 60 to 64 - GW TW - Bent 64 to 72 - REI-2041,8/23/2021 8:00:00 AM,9/14/2021 5:00:00 PM,
CGTE90180,Not Started,LINXS-1907.C.5.20,,Install Lightning Protection - GW TW - Bent 64 to 72 - REI-2429,8/19/2021 8:00:00 AM,8/25/2021 5:00:00 PM,
CGTE90190,Not Started,LINXS-1907.C.5.20,,Test Low Voltage - Backbone Cable - GW TW - Bent 64 to 72 - REI-2019,10/6/2021 8:00:00 AM,10/12/2021 5:00:00 PM,
CGTE90200,Not Started,LINXS-1907.C.5.20,,Pull Low Voltage - Horizontal Cable - GW TW - Bent 64 to 72 - REI-2020,10/6/2021 8:00:00 AM,10/19/2021 5:00:00 PM,
CGTE90210,Not Started,LINXS-1907.C.5.20,,Trim Egress Lighting-Bents 67 to 68 - GW TW - Bent 64 to 72 - REI-2042,10/8/2021 8:00:00 AM,10/11/2021 5:00:00 PM,
CGTE90230,Not Started,LINXS-1907.C.5.20,,Pull APM Train Control Cable - GW TW - Bent 64 to 72 - REI-898,9/22/2021 8:00:00 AM,9/28/2021 5:00:00 PM,
CGTE90240,Not Started,LINXS-1907.C.5.20,,Install Low Voltage - Devices Comms - GW TW - Bent 64 to 72 - REI-2022,10/13/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
CGTE90250,Not Started,LINXS-1907.C.5.20,,Trim Electrical/APM cables - GW TW - Bent 64 to 72 - REI-900,9/29/2021 8:00:00 AM,10/5/2021 5:00:00 PM,
CGTE90260,Not Started,LINXS-1907.C.5.20,,Test Low Voltage - Horizontal Cable - GW TW - Bent 64 to 72 - REI-2023,10/20/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
CGTE90270,Not Started,LINXS-1907.C.5.20,,Install Low Voltage - Devices Security - GW TW - Bent 64 to 72 - REI-2024,10/20/2021 8:00:00 AM,11/2/2021 5:00:00 PM,
CGTE90280,Not Started,LINXS-1907.C.5.20,,Trim Low Voltage - Devices - GW TW - Bent 64 to 72 - REI-2025,11/3/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
CGTE90290,Not Started,LINXS-1907.C.5.20,,Test Low Voltage - Devices - GW TW - Bent 64 to 72 - REI-2026,11/8/2021 8:00:00 AM,11/9/2021 5:00:00 PM,
CGTE90300,Not Started,LINXS-1907.C.5.20,,Test/Checkout Guideway - GW TW - Bent 64 to 72 - REI-901,11/10/2021 8:00:00 AM,11/12/2021 5:00:00 PM,
CGTE90195,Not Started,LINXS-1907.C.5.20,,Test Low Voltage - Backbone Cable Loop A - Bent 64 to 72,11/18/2021 8:00:00 AM,11/22/2021 5:00:00 PM,
CGTE90205,Not Started,LINXS-1907.C.5.20,,Test Low Voltage - Backbone Cable Loop B - Bent 64 to 72,11/29/2021 8:00:00 AM,12/1/2021 5:00:00 PM,
CGTE92490,Not Started,LINXS-1907.C.5.20,,Install Wayside Poles -APM - GW TW - Bent 64 to 72 - REI-3534,8/9/2021 8:00:00 AM,8/18/2021 5:00:00 PM,
CG30520.MSFW.2N1,Not Started,LINXS-1907.C.5.21,,Guideway - Frame 3GW1-F4 - Install MV Conduits Bents 72 to 99W-North - GW - Bent 73 to 80 - REI-904,10/29/2020 8:00:00 AM,11/17/2020 5:00:00 PM,
CG30660.MSFE.2S1,Not Started,LINXS-1907.C.5.21,,Guideway - Frame 3GW1-F2 - Install MV Conduits Bents 72 to 101W-South - GW - Bent 73 to 80 - REI-2380,12/10/2020 8:00:00 AM,1/6/2021 5:00:00 PM,
CGE80050,Not Started,LINXS-1907.C.5.21,,Install Comm Vaults Bents 73 to 77 - GW - Bent 73 to 80 - REI-905,10/5/2020 8:00:00 AM,10/16/2020 5:00:00 PM,
CG30520.MSFW.2N2,Not Started,LINXS-1907.C.5.21,,Guideway - Frame 3GW1-F4 - Install MV Conduits Bents 99E to 76-North - GW - Bent 73 to 80 - REI-2300,11/18/2020 8:00:00 AM,12/1/2020 5:00:00 PM,
CG30660.MSFE.2S2,Not Started,LINXS-1907.C.5.21,,Guideway - Frame 3GW1-F2 - Install MV Conduits Bents 101E to 76-South - GW - Bent 73 to 80 - REI-2381,1/7/2021 8:00:00 AM,1/18/2021 5:00:00 PM,
CG31270.FR22.2AN1,Not Started,LINXS-1907.C.5.21,GG776,Guideway - Frame 3GW1-F1A - Install MV Conduits Bents 76 to 78-North - GW - Bent 73 to 80 - REI-2382,12/22/2020 8:00:00 AM,1/13/2021 5:00:00 PM,
CG31270.FR22.2AS1,Not Started,LINXS-1907.C.5.21,GG776,Guideway - Frame 3GW1-F1A - Install MV Conduits Bents 76 to 78-South - GW - Bent 73 to 80 - REI-2383,12/22/2020 8:00:00 AM,1/13/2021 5:00:00 PM,
CG31270.FR22.2AN2,Not Started,LINXS-1907.C.5.21,GG786,Guideway - Frame 3GW1-F1A - Install MV Conduits Bents 78 to 80-North - GW - Bent 73 to 80 - REI-2384,12/21/2020 8:00:00 AM,1/13/2021 5:00:00 PM,
CG31270.FR22.2AS2,Not Started,LINXS-1907.C.5.21,GG786,Guideway - Frame 3GW1-F1A - Install MV Conduits Bents 78 to 80-South - GW - Bent 73 to 80 - REI-2385,12/21/2020 8:00:00 AM,1/13/2021 5:00:00 PM,
CGE80120,Not Started,LINXS-1907.C.5.21,,Grounding of Structure - GW - Bent 73 to 80 - REI-2430,1/7/2021 8:00:00 AM,1/8/2021 5:00:00 PM,
CGE80130,Not Started,LINXS-1907.C.5.21,,Install Guideway Surface Conduits- Switching Locations-Bents 72 to 75 - GW - Bent 73 to 80 - REI-906,1/14/2021 8:00:00 AM,2/12/2021 5:00:00 PM,
CGE80140,Not Started,LINXS-1907.C.5.21,,Install Guideway Surface Conduits- 375VDC-Bents 72 to 75 - GW - Bent 73 to 80 - REI-1801,2/15/2021 8:00:00 AM,3/5/2021 5:00:00 PM,
CGE80150,Not Started,LINXS-1907.C.5.21,,Install Guideway Surface Conduits- Switching Locations-Bents 75 to 77-North - GW - Bent 73 to 80 - REI-1802,2/15/2021 8:00:00 AM,3/12/2021 5:00:00 PM,
CGE80160,Not Started,LINXS-1907.C.5.21,,Install Guideway Surface Conduits- Switching Locations-Bents 75 to 77-South - GW - Bent 73 to 80 - REI-1803,2/15/2021 8:00:00 AM,3/12/2021 5:00:00 PM,
CGE80170,Not Started,LINXS-1907.C.5.21,,Install Guideway Surface Conduits- Bents 78 to 80 - GW - Bent 73 to 80 - REI-2044,3/15/2021 8:00:00 AM,3/17/2021 5:00:00 PM,
CGE90330,Not Started,LINXS-1907.C.5.21,,Install WOW- Bents 78 to 80 - GW - Bent 73 to 80,4/13/2021 8:00:00 AM,4/30/2021 5:00:00 PM,
CGE90350,Not Started,LINXS-1907.C.5.21,,Install Column Conduits - GW - Bent 73 to 80 - REI-902,3/3/2020 8:00:00 AM,3/30/2020 5:00:00 PM,
CGE90360,Not Started,LINXS-1907.C.5.21,,Install Grounding - GW - Bent 73 to 80 - REI-903,3/31/2020 8:00:00 AM,4/6/2020 5:00:00 PM,
CGTE91010,Not Started,LINXS-1907.C.5.22,,Install Wayside Cabinets - GW TW - Bent 73 to 80 - REI-908,6/2/2021 8:00:00 AM,6/21/2021 5:00:00 PM,
CGTE91020,Not Started,LINXS-1907.C.5.22,,Install Switching Equipment/Signals - GW TW - Bent 73 to 80 - REI-909,7/12/2021 8:00:00 AM,7/23/2021 5:00:00 PM,
CGTE91030,Not Started,LINXS-1907.C.5.22,,Ground Switching Equipment - GW TW - Bent 73 to 80 - REI-910,6/22/2021 8:00:00 AM,7/6/2021 5:00:00 PM,
CGTE91040,Not Started,LINXS-1907.C.5.22,,Install Power Rail Bents 73 to 81 - GW TW - Bent 73 to 80 - REI-911,7/26/2021 8:00:00 AM,8/19/2021 5:00:00 PM,
CGTE91050,Not Started,LINXS-1907.C.5.22,,Power Rail Bonding - GW TW - Bent 73 to 80 - REI-912,7/26/2021 8:00:00 AM,7/30/2021 5:00:00 PM,
CGTE91060,Not Started,LINXS-1907.C.5.22,,Install Cable Trays-LAWA - GW TW - Bent 73 to 80 - REI-913,8/20/2021 8:00:00 AM,9/3/2021 5:00:00 PM,
CGTE91070,Not Started,LINXS-1907.C.5.22,,Install Cable Trays-APM North - GW TW - Bent 73 to 80 - REI-2053,8/27/2021 8:00:00 AM,9/13/2021 5:00:00 PM,
CGTE91080,Not Started,LINXS-1907.C.5.22,,Install Cable Trays-APM South - GW TW - Bent 73 to 80 - REI-2054,8/27/2021 8:00:00 AM,9/13/2021 5:00:00 PM,
CGTE91090,Not Started,LINXS-1907.C.5.22,,Pull Lighting Cable - GW TW - Bent 73 to 80 - REI-916,9/7/2021 8:00:00 AM,9/13/2021 5:00:00 PM,
CGTE91100,Not Started,LINXS-1907.C.5.22,,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bent 73 to 80 - REI-2045,9/7/2021 8:00:00 AM,9/22/2021 5:00:00 PM,
CGTE91110,Not Started,LINXS-1907.C.5.22,,Trim Egress Lighting - GW TW - Bent 73 to 80 - REI-917,10/26/2021 8:00:00 AM,11/1/2021 5:00:00 PM,
CGTE91120,Not Started,LINXS-1907.C.5.22,,Install Lightning Protection - GW TW - Bent 73 to 80 - REI-2431,9/24/2021 8:00:00 AM,9/30/2021 5:00:00 PM,
CGTE91130,Not Started,LINXS-1907.C.5.22,,Walkway Egress Lighting Rough-In - GW TW - Bent 73 to 80 - REI-914,9/7/2021 8:00:00 AM,9/13/2021 5:00:00 PM,
CGTE91140,Not Started,LINXS-1907.C.5.22,,Pull APM Train Control Cable - GW TW - Bent 73 to 80 - REI-919,10/1/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CGTE91150,Not Started,LINXS-1907.C.5.22,,Test Low Voltage - Backbone Cable - GW TW - Bent 73 to 80 - REI-2046,9/23/2021 8:00:00 AM,9/27/2021 5:00:00 PM,
CGTE91160,Not Started,LINXS-1907.C.5.22,,Pull Low Voltage - Horizontal Cable - GW TW - Bent 73 to 80 - REI-2047,9/23/2021 8:00:00 AM,9/29/2021 5:00:00 PM,
CGTE91170,Not Started,LINXS-1907.C.5.22,,Install Axel Counters/Norming Points - GW TW - Bent 73 to 80 - REI-915,9/14/2021 8:00:00 AM,9/20/2021 5:00:00 PM,
CGTE91180,Not Started,LINXS-1907.C.5.22,,Trim Electrical/APM cables - GW TW - Bent 73 to 80 - REI-921,10/8/2021 8:00:00 AM,10/14/2021 5:00:00 PM,
CGTE91190,Not Started,LINXS-1907.C.5.22,,Install Low Voltage - Devices Comms - GW TW - Bent 73 to 80 - REI-2048,9/28/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CGTE91200,Not Started,LINXS-1907.C.5.22,,Test Low Voltage - Horizontal Cable - GW TW - Bent 73 to 80 - REI-2049,9/30/2021 8:00:00 AM,9/30/2021 5:00:00 PM,
CGTE91210,Not Started,LINXS-1907.C.5.22,,Install Low Voltage - Devices Security - GW TW - Bent 73 to 80 - REI-2050,10/5/2021 8:00:00 AM,10/5/2021 5:00:00 PM,
CGTE91220,Not Started,LINXS-1907.C.5.22,,Trim Low Voltage - Devices - GW TW - Bent 73 to 80 - REI-2051,10/15/2021 8:00:00 AM,10/18/2021 5:00:00 PM,
CGTE91230,Not Started,LINXS-1907.C.5.22,,Test Low Voltage - Devices - GW TW - Bent 73 to 80 - REI-2052,10/19/2021 8:00:00 AM,10/19/2021 5:00:00 PM,
CGTE91240,Not Started,LINXS-1907.C.5.22,,Test/Checkout Guideway - GW TW - Bent 73 to 80 - REI-922,11/2/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
CGTE92480,Not Started,LINXS-1907.C.5.22,,Install Wayside Poles - GW TW - Bent 73 to 80 - REI-3535,9/14/2021 8:00:00 AM,9/23/2021 5:00:00 PM,
CSGE50040,Not Started,LINXS-1907.C.5.23,,Install Cable Tray 81 to 98 - East ITF Station - EITF STN GW - REI-2066,9/27/2021 8:00:00 AM,10/14/2021 5:00:00 PM,
CS40250.FR27N.2A2,Not Started,LINXS-1907.C.5.23,GG90N6,Guideway EITF Stn - Frame EITF-N - Install MV Conduits Bents North 81 to 98 - EITF STN GW - REI-925,9/4/2020 8:00:00 AM,9/29/2020 5:00:00 PM,
CS40260.FR27S.2A2,Not Started,LINXS-1907.C.5.23,GG90S6,Guideway EITF Stn - Frame EITF-S - Install MV Conduits Bents South 81 to 98 - EITF STN GW - REI-2065,9/4/2020 8:00:00 AM,9/29/2020 5:00:00 PM,
CSGE50070,Not Started,LINXS-1907.C.5.23,,Grounding of Structure - EITF STN GW - REI-2432,9/30/2020 8:00:00 AM,10/1/2020 5:00:00 PM,
CSGE50080,Not Started,LINXS-1907.C.5.23,,Install Guideway Surface Conduits- Bents 89 to 93 - EITF STN GW - REI-926,11/16/2020 8:00:00 AM,11/25/2020 5:00:00 PM,
CSGE70030,Not Started,LINXS-1907.C.5.24,,Install Comm Vaults - CONRAC TW - REI-972,9/7/2021 8:00:00 AM,9/8/2021 5:00:00 PM,
CSGE70040,Not Started,LINXS-1907.C.5.24,,Install MV Conduits - CONRAC TW - REI-970,9/7/2021 8:00:00 AM,9/20/2021 5:00:00 PM,
CSGE70050,Not Started,LINXS-1907.C.5.24,,Install Guideway Surface Conduit - CONRAC TW - REI-971,9/7/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
CSGE70060,Not Started,LINXS-1907.C.5.24,,Grounding of Structure - CONRAC TW - REI-2433,9/13/2021 8:00:00 AM,9/13/2021 5:00:00 PM,
CGTE70010,Not Started,LINXS-1907.C.5.25,,Install Wayside Cabinets - CONRAC GW TW - REI-973,10/6/2021 8:00:00 AM,10/12/2021 5:00:00 PM,
CGTE70020,Not Started,LINXS-1907.C.5.25,,Install Switching Equipment/Signals - CONRAC GW TW - REI-974,10/13/2021 8:00:00 AM,10/19/2021 5:00:00 PM,
CGTE70030,Not Started,LINXS-1907.C.5.25,,Ground Switching Equipment - CONRAC GW TW - REI-975,10/13/2021 8:00:00 AM,10/19/2021 5:00:00 PM,
CGTE70040,Not Started,LINXS-1907.C.5.25,,Install Power Rail Conrac - CONRAC GW TW - REI-976,10/20/2021 8:00:00 AM,10/26/2021 5:00:00 PM,
CGTE70050,Not Started,LINXS-1907.C.5.25,,Power Rail Bonding - CONRAC GW TW - REI-977,10/20/2021 8:00:00 AM,10/26/2021 5:00:00 PM,
CGTE70060,Not Started,LINXS-1907.C.5.25,,Install Cable Trays - CONRAC GW TW - REI-978,10/27/2021 8:00:00 AM,11/18/2021 5:00:00 PM,
CGTE70070,Not Started,LINXS-1907.C.5.25,,Pull Lighting Cable - CONRAC GW TW - REI-979,11/19/2021 8:00:00 AM,11/23/2021 5:00:00 PM,
CGTE70080,Not Started,LINXS-1907.C.5.25,,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - CONRAC GW TW - REI-2055,11/19/2021 8:00:00 AM,12/2/2021 5:00:00 PM,
CGTE70090,Not Started,LINXS-1907.C.5.25,,Install Lightning Protection - CONRAC GW TW - REI-2434,11/19/2021 8:00:00 AM,11/29/2021 5:00:00 PM,
CGTE70100,Not Started,LINXS-1907.C.5.25,,Walkway Egress Lighting Rough-In - CONRAC GW TW - REI-980,11/19/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
CGTE70110,Not Started,LINXS-1907.C.5.25,,Trim Egress Lighting - CONRAC GW TW - REI-981,11/24/2021 8:00:00 AM,12/3/2021 5:00:00 PM,
CGTE70120,Not Started,LINXS-1907.C.5.25,,Pull APM Train Control Cable - CONRAC GW TW - REI-984,11/30/2021 8:00:00 AM,12/6/2021 5:00:00 PM,
CGTE70130,Not Started,LINXS-1907.C.5.25,,Test Low Voltage - Backbone Cable - CONRAC GW TW - REI-2056,12/3/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
CGTE70140,Not Started,LINXS-1907.C.5.25,,Pull Low Voltage - Horizontal Cable - CONRAC GW TW - REI-2057,12/3/2021 8:00:00 AM,12/9/2021 5:00:00 PM,
CGTE70150,Not Started,LINXS-1907.C.5.25,,Install Low Voltage - Devices Comms - CONRAC GW TW - REI-2059,12/8/2021 8:00:00 AM,12/14/2021 5:00:00 PM,
CGTE70160,Not Started,LINXS-1907.C.5.25,,Trim Electrical/APM cables - CONRAC GW TW - REI-986,12/7/2021 8:00:00 AM,12/13/2021 5:00:00 PM,
CGTE70170,Not Started,LINXS-1907.C.5.25,,Test Low Voltage - Horizontal Cable - CONRAC GW TW - REI-2060,12/10/2021 8:00:00 AM,12/10/2021 5:00:00 PM,
CGTE70180,Not Started,LINXS-1907.C.5.25,,Install Axel Counters/Norming Points - CONRAC GW TW - REI-982,12/8/2021 8:00:00 AM,12/14/2021 5:00:00 PM,
CGTE70190,Not Started,LINXS-1907.C.5.25,,Install Low Voltage - Devices Security - CONRAC GW TW - REI-2061,12/15/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
CGTE70200,Not Started,LINXS-1907.C.5.25,,Trim Low Voltage - Devices - CONRAC GW TW - REI-2062,12/22/2021 8:00:00 AM,12/24/2021 5:00:00 PM,
CGTE70210,Not Started,LINXS-1907.C.5.25,,Test Low Voltage - Devices - CONRAC GW TW - REI-2063,1/4/2022 8:00:00 AM,1/4/2022 5:00:00 PM,
CGTE70220,Not Started,LINXS-1907.C.5.25,,Test/Checkout Guideway - CONRAC GW TW - REI-987,1/5/2022 8:00:00 AM,1/7/2022 5:00:00 PM,
CG31330.FR23.2AN1,Not Started,LINXS-1907.C.5.26,GG806,Guideway - Frame 3GW2-F1 - Install MV Conduits 80 to 83-North - GW - Bent 81 to 98 - REI-1002,1/29/2021 8:00:00 AM,2/11/2021 5:00:00 PM,
CG31330.FR23.2AS1,Not Started,LINXS-1907.C.5.26,GG806,Guideway - Frame 3GW2-F1 - Install MV Conduits 80 to 83-South - GW - Bent 81 to 98 - REI-2068,1/29/2021 8:00:00 AM,2/11/2021 5:00:00 PM,
CG31330.FR23.2AN2,Not Started,LINXS-1907.C.5.26,GG806,Guideway - Frame 3GW2-F1 - Install MV Conduits 80 to 83-North - GW - Bent 81 to 98 - REI-2069,1/29/2021 8:00:00 AM,2/11/2021 5:00:00 PM,
CG31330.FR23.2AS2,Not Started,LINXS-1907.C.5.26,GG806,Guideway - Frame 3GW2-F1 - Install MV Conduits 80 to 83-South - GW - Bent 81 to 98 - REI-2070,2/12/2021 8:00:00 AM,2/25/2021 5:00:00 PM,
CG31390.FR25.2AN,Not Started,LINXS-1907.C.5.26,GG87N6,Guideway - Frame 3GW3-F1N - Install MV Conduits 86 to 89-North - GW - Bent 81 to 98 - REI-2073,4/6/2020 8:00:00 AM,4/23/2020 5:00:00 PM,
CG31390.FR25S.2AS,Not Started,LINXS-1907.C.5.26,GG87S6,Guideway - Frame 3GW3-F1S - Install MV Conduits 86 to 89-South - GW - Bent 81 to 98 - REI-2074,4/16/2020 8:00:00 AM,5/5/2020 5:00:00 PM,
CS40250.FR27N.2A1,Not Started,LINXS-1907.C.5.26,GG90N6,Guideway EITF Stn - Frame EITF-N - Install MV Conduits 93 to 96-North - GW - Bent 81 to 98 - REI-2075,9/4/2020 8:00:00 AM,10/1/2020 5:00:00 PM,
CS40260.FR27S.2A1,Not Started,LINXS-1907.C.5.26,GG90S6,Guideway EITF Stn - Frame EITF-S - Install MV Conduits 93 to 96-South - GW - Bent 81 to 98 - REI-2076,9/4/2020 8:00:00 AM,10/1/2020 5:00:00 PM,
CGE90160,Not Started,LINXS-1907.C.5.26,,Grounding of Structure - GW - Bent 81 to 98 - REI-2435,1/26/2021 8:00:00 AM,1/28/2021 5:00:00 PM,
CGE90170,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- Bents 81 to 84 - GW - Bent 81 to 98 - REI-1004,4/2/2021 8:00:00 AM,4/15/2021 5:00:00 PM,
CGE90180,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- Switching Locations-Bents 84 to 89-North - GW - Bent 81 to 98 - REI-2077,4/6/2021 8:00:00 AM,5/3/2021 5:00:00 PM,
CGE90190,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- Switching Locations-Bents 84 to 89-South - GW - Bent 81 to 98 - REI-2078,4/6/2021 8:00:00 AM,5/3/2021 5:00:00 PM,
CGE90200,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- 375VDC- Bents 84 to 89-North - GW - Bent 81 to 98 - REI-2079,5/4/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGE90210,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- 375VDC- Bents 84 to 89-South - GW - Bent 81 to 98 - REI-2080,5/4/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGE90220,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- Switching Locations-Bents 94 to 98-North - GW - Bent 81 to 98 - REI-2081,6/2/2021 8:00:00 AM,6/29/2021 5:00:00 PM,
CGE90230,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- Switching Locations-Bents 94 to 98-South - GW - Bent 81 to 98 - REI-2082,6/2/2021 8:00:00 AM,6/29/2021 5:00:00 PM,
CGE90240,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- 375VDC-Bents 94 to 98-North - GW - Bent 81 to 98 - REI-2083,6/30/2021 8:00:00 AM,7/28/2021 5:00:00 PM,
CGE90250,Not Started,LINXS-1907.C.5.26,,Install Guideway Surface Conduits- 375VDC-Bents 94 to 98-South - GW - Bent 81 to 98 - REI-2084,6/30/2021 8:00:00 AM,7/28/2021 5:00:00 PM,
CGE90340,Not Started,LINXS-1907.C.5.26,,Install WOW - Bents 81 to 84 - GW - Bent 81 to 98,5/3/2021 8:00:00 AM,5/20/2021 5:00:00 PM,
CG31330.FR23.2AN12,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW2-F1 - Install MV Conduits 83 to 86-North - GW - Bent 81 to 98 - REI-2071,2/12/2021 8:00:00 AM,3/10/2021 5:00:00 PM,
CG31330.FR23.2AN22,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW3-F2 - Install Column Underground 93 to 98 - GW - Bent 81 to 98 - REI-2067,5/26/2020 8:00:00 AM,5/29/2020 5:00:00 PM,
CG31330.FR23.2AN32,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW2-F1/2 - Install Column Underground 81 to 89 - GW - Bent 81 to 98 - REI-1240,5/19/2020 8:00:00 AM,5/22/2020 5:00:00 PM,
CG31330.FR23.2AN42,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW3-F2 - Install Column Conduits 93 to 98 - GW - Bent 81 to 98 - REI-1239,4/28/2020 8:00:00 AM,5/18/2020 5:00:00 PM,
CG31330.FR23.2AN52,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW2-F1/2 - Install Column Conduits 81 to 89 - GW - Bent 81 to 98 - REI-1000,3/31/2020 8:00:00 AM,4/27/2020 5:00:00 PM,
CG31330.FR23.2AN62,Not Started,LINXS-1907.C.5.26,,Guideway - Frame 3GW2-F1/2 - Install Grounding 81 to 98 - GW - Bent 81 to 98 - REI-1001,4/28/2020 8:00:00 AM,4/30/2020 5:00:00 PM,
CGTE92010,Not Started,LINXS-1907.C.5.27,,Install Wayside Cabinets - GW TW- Bent 81 to 98 - REI-1007,6/23/2021 8:00:00 AM,7/20/2021 5:00:00 PM,
CGTE92020,Not Started,LINXS-1907.C.5.27,,Install Switching Equipment/Signals - GW TW- Bent 81 to 98 - REI-1008,7/21/2021 8:00:00 AM,8/2/2021 5:00:00 PM,
CGTE92030,Not Started,LINXS-1907.C.5.27,,Ground Switching Equipment - GW TW- Bent 81 to 98 - REI-1009,7/21/2021 8:00:00 AM,7/27/2021 5:00:00 PM,
CGTE92040,Not Started,LINXS-1907.C.5.27,,Install Power Rail- Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-1010,8/10/2021 8:00:00 AM,9/2/2021 5:00:00 PM,
CGTE92050,Not Started,LINXS-1907.C.5.27,,Power Rail Bonding - GW TW- Bent 81 to 98 - REI-1011,8/10/2021 8:00:00 AM,8/12/2021 5:00:00 PM,
CGTE92070,Not Started,LINXS-1907.C.5.27,,Install Cable Trays-LAWA-Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-1012,9/3/2021 8:00:00 AM,9/22/2021 5:00:00 PM,
CGTE92080,Not Started,LINXS-1907.C.5.27,,Install Cable Trays-APM North-Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-2087,9/3/2021 8:00:00 AM,9/22/2021 5:00:00 PM,
CGTE92090,Not Started,LINXS-1907.C.5.27,,Install Cable Trays-APM South-Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-2088,9/3/2021 8:00:00 AM,9/22/2021 5:00:00 PM,
CGTE92100,Not Started,LINXS-1907.C.5.27,,Pull Lighting Cable-Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-1015,9/23/2021 8:00:00 AM,9/30/2021 5:00:00 PM,
CGTE92110,Not Started,LINXS-1907.C.5.27,,Install Lightning Protection (1 of 2) - GW TW- Bent 81 to 98 - REI-2436,9/23/2021 8:00:00 AM,9/29/2021 5:00:00 PM,
CGTE92120,Not Started,LINXS-1907.C.5.27,,Trim Egress Lighting-Bents 81 to 89 - GW TW- Bent 81 to 98 - REI-1016,10/14/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
CGTE92130,Not Started,LINXS-1907.C.5.27,,Walkway Egress Lighting Rough-In-Bents 81 to 84 - GW TW- Bent 81 to 98 - REI-1013,9/23/2021 8:00:00 AM,10/13/2021 5:00:00 PM,
CGTE92140,Not Started,LINXS-1907.C.5.27,,Install Axel Counters/Norming Points - GW TW- Bent 81 to 98 - REI-1014,9/23/2021 8:00:00 AM,9/29/2021 5:00:00 PM,
CGTE92150,Not Started,LINXS-1907.C.5.27,,Pull Low Voltage/Systems Cable - GW TW- Bent 81 to 98 - REI-1017,10/1/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CGTE92160,Not Started,LINXS-1907.C.5.27,,Pull APM Train Control Cable - GW TW- Bent 81 to 98 - REI-1018,10/1/2021 8:00:00 AM,10/7/2021 5:00:00 PM,
CGTE92180,Not Started,LINXS-1907.C.5.27,,Trim Low Voltage/Systems Devices - GW TW- Bent 81 to 98 - REI-1019,10/8/2021 8:00:00 AM,10/14/2021 5:00:00 PM,
CGTE92190,Not Started,LINXS-1907.C.5.27,,Trim Electrical/APM cables - GW TW- Bent 81 to 98 - REI-1020,10/8/2021 8:00:00 AM,10/14/2021 5:00:00 PM,
